Date,Shift,activeClay,compactibility,gcs,gfnAfs,loi,moisture,permeability,S/M,C/S,C/M,bentonite,freshSilicaSand,returnSand,water,activeClay,compactibility,gcs,gfnAfs,loi,moisture,permeability,
"2022-11-02 00:00:00.0","A",6.8816,37.3158,26.4095,55.82,3.6295,3.2442,131.6842,9.680294701749913,0.005183356838944082,0.05017642174530957,0.00354133210093625,5.968336984365031E-7,0.9794794672122609,0.016978603853104377,6.9667,38.9167,26.3217,55.82,3.91,3.29,131.0
"2022-11-03 00:00:00.0","A",7.1371,38.9032,26.4029,55.82,3.8516,3.3968,132.4839,8.32231168225385,0.007591726609614849,0.06318071505167508,0.0032954255531521858,6.110686816986074E-7,0.9800379825747512,0.01666598080341483,7.0,38.6875,25.5006,55.7244,4.04,3.37,129.0
"2022-11-03 00:00:00.0","B",7.0567,38.2,26.3603,55.6897,4.098,3.322,127.2333,8.78471529072236,0.002479260703941788,0.021779599415604513,0.002738690220681119,5.555098920545876E-7,0.9788877883561911,0.01837296591323583,7.15,38.0,26.3333,55.65,4.07,3.3733,136.6667
"2022-11-04 00:00:00.0","A",7.1062,39.125,26.2706,55.65,4.0497,3.3681,134.1562,9.055140169490917,0.012224345242517651,0.11069315965124676,0.0029135095038400954,6.074429664241774E-7,0.9803774416636654,0.016708441389528147,7.0375,38.75,27.0325,55.63,3.9175,3.23,127.75
"2022-11-04 00:00:00.0","B",7.0463,38.037,27.0689,55.5878,3.8833,3.2333,129.1852,7.769792001382896,0.002501954527879597,0.019439666278542614,0.00354374308251299,5.60599461725381E-7,0.9785925971542665,0.017863099163758875,7.1,39.1667,26.7317,55.57,3.7967,3.3367,127.0
"2022-11-05 00:00:00.0","A",7.1043,39.0435,26.3043,55.57,3.8048,3.327,126.7391,10.334672992849649,0.007102550574016517,0.07340253759763726,0.0025421039629761736,5.339989272582481E-7,0.9817404696580174,0.015716892380079124,6.75,37.0,25.5,55.57,3.48,3.2,130.0
"2022-11-07 00:00:00.0","A",7.0222,38.4074,26.5093,55.57,3.7163,3.2778,127.7778,8.856100349665002,0.008068686285001448,0.07145709542993854,0.002102457764197193,5.736811352577449E-7,0.9831212278303603,0.01477574072430725,7.04,38.1,27.365,55.566,3.848,3.282,125.5
"2022-11-07 00:00:00.0","B",7.0721,38.1471,27.5103,55.5621,4.0753,3.2812,127.9118,9.68900690989497,0.0011654684280041395,0.011292231652196534,0.002456529361128791,5.781889180842826E-7,0.9840683609775747,0.013474531472378417,7.2,35.8571,27.9857,55.56,4.4,3.3143,124.4286
"2022-11-08 00:00:00.0","A",7.0879,37.4242,27.0439,55.56,3.9036,3.3236,131.3333,9.337275046059508,0.007494868231998462,0.06998164611614338,0.0020060849756467574,5.7891314287246E-7,0.984234017987989,0.013759318123221191,6.86,38.4,26.504,55.647,3.62,3.268,133.6
"2022-11-08 00:00:00.0","B",6.9,38.8966,26.0497,55.78,3.6262,3.2662,132.8966,9.571378568597835,0.008892807111462646,0.08511642340132798,0.004493498071507842,6.385218198675811E-7,0.9780789226691737,0.017426940737498488,6.8143,39.4286,26.3029,55.85,3.63,3.24,130.5714
"2022-11-09 00:00:00.0","A",6.8478,38.6957,26.1387,55.85,3.63,3.2,129.9565,10.209279717826238,0.008722865834670808,0.08905417724722413,0.002800308984585788,5.99772481516742E-7,0.9828158001141483,0.014383291128784382,7.0056,38.4444,28.0244,55.7467,3.67,3.28,128.0
"2022-11-09 00:00:00.0","B",7.0543,38.4783,27.5574,55.6209,3.7317,3.2583,129.913,9.879287356756215,0.0034762118469050876,0.0343424957485356,0.002957667689412239,5.710200291592459E-7,0.9814085230887849,0.01563323820177373,7.05,37.5,27.55,55.54,3.71,3.2033,131.3333
"2022-11-10 00:00:00.0","A",7.0788,38.4615,27.7442,55.54,3.6869,3.25,131.1538,10.175367504082931,0.01686688287400629,0.17162673189133654,0.002647225806111805,6.035126190099452E-7,0.9799011708390085,0.017450999842260517,7.0143,38.0,28.0014,55.4429,3.61,3.1486,128.1429
"2022-11-11 00:00:00.0","A",7.084,38.44,27.6196,55.37,4.12,3.2304,129.72,9.123112786415144,0.008687610802690518,0.0792580531974242,0.0037966448190574903,6.081751016358795E-7,0.9778886740000519,0.018314073005788897,6.9714,38.5714,25.6857,55.46,4.17,3.2114,128.7143
"2022-11-11 00:00:00.0","B",7.0096,38.4615,27.1908,55.4358,4.1488,3.2038,128.1923,8.612744003454356,0.004497963463900139,0.03873980785146271,0.0032315860191627706,6.135134087580235E-7,0.9814845090555256,0.015283291411902766,7.11,38.1,27.205,55.46,4.054,3.338,130.9
"2022-11-14 00:00:00.0","A",7.0724,38.0345,26.9541,55.46,3.83,3.3124,131.6207,10.05559764197975,0.014284097176415881,0.14363513388497715,0.0028343861453284077,5.706925633861599E-7,0.9815548469896399,0.01561019617246832,7.05,38.4,25.903,55.454,3.866,3.322,129.4
"2022-11-14 00:00:00.0","B",7.0917,38.375,26.4721,55.4521,3.8392,3.3258,130.25,9.400257488081506,0.0010647586776052213,0.010009005732158245,0.0019200144192374393,6.297710272201523E-8,0.9844108369235005,0.01366908568015932,6.95,40.0,25.5,55.45,4.05,3.46,131.0
"2022-11-15 00:00:00.0","A",7.1417,39.3333,26.6828,55.45,3.8767,3.3894,134.5,9.459649243198962,0.008292470041321184,0.07844385795063401,0.0019330247541687361,5.815602479505838E-7,0.9833405326370737,0.014725861048509661,6.9786,38.4286,27.2143,55.5557,3.79,3.2914,131.7143
"2022-11-15 00:00:00.0","B",7.082,38.32,27.2664,55.7016,3.9668,3.3108,132.6,9.52644753847804,0.012707908128715386,0.12106122011200576,0.002437001502575978,5.774496049112287E-7,0.9821996648184133,0.015362756229405887,7.04,39.2,26.216,55.82,4.086,3.3,132.7
"2022-11-16 00:00:00.0","A",7.0229,39.0417,25.9742,55.82,4.02,3.315,132.0833,10.452026493266258,0.007295891531478757,0.07625685157901291,0.0022310819635721728,6.101922648235932E-7,0.9827126867539583,0.0150556210902048,7.0857,38.9286,26.6264,55.5,3.945,3.3207,134.7143
"2022-11-16 00:00:00.0","B",7.1268,38.6786,27.1004,55.44,3.9632,3.3214,133.8571,10.386860100552076,0.003515743713743993,0.03651753810405426,0.0022880336293636494,5.526789617862132E-7,0.9850142273596512,0.012697186332023625,6.95,37.5,26.3,55.26,4.2,3.26,135.6667
"2022-11-17 00:00:00.0","A",7.0641,38.8438,26.3703,55.26,3.7472,3.3344,140.3438,9.549782596944125,0.00996888571810468,0.09520069134168091,0.0025046568274271906,6.01493524797813E-7,0.9815681504933524,0.015926591185695622,6.9062,38.125,26.3875,55.525,3.51,3.23,135.625
"2022-11-17 00:00:00.0","B",6.9652,38.3478,26.8,55.9974,3.557,3.2704,135.2174,8.531658462009137,0.0017242665234716026,0.014710853075735575,0.0032917848990721738,5.737573307278956E-7,0.9787343800000019,0.01797326134359536,7.0,39.3333,25.1133,56.32,3.69,3.3267,135.6667
"2022-11-18 00:00:00.0","A",7.0042,38.9583,25.3742,56.32,3.69,3.3104,135.2083,8.974526179274637,0.012342393340969577,0.11076713215343642,0.003159617117907032,5.739966230870734E-7,0.9826037366130655,0.01423607227240417,6.9308,38.8462,26.0092,56.1738,3.9531,3.3031,136.6923
"2022-11-18 00:00:00.0","B",6.95,38.7778,26.1356,56.1793,3.9433,3.2867,135.9259,9.970249298438084,0.002289717033818453,0.02282904965005016,0.0023640616815775116,5.183940815636261E-7,0.9832339653881091,0.014401454536231614,7.1375,39.5,26.3,56.13,4.07,3.425,138.75
"2022-11-21 00:00:00.0","A",7.1457,39.5217,26.4048,56.13,3.8309,3.4009,138.2174,9.597669651867616,0.01849279531551221,0.17748774037789114,0.0016067202624459281,5.943220462354963E-7,0.9838152443934023,0.014577441022105599,7.0125,39.25,26.705,56.13,3.5025,3.285,136.25
